user_id,name,email,join_date,transaction_id,amount,timestamp,transaction_type,package_id,courier,delivery_date,delivery_status
0043b7a2-654c-410c-bc05-a20364b49f77,Robin Anderson,glenncraig@hotmail.com,2022-08-06,47717b5e-ec55-4160-9fa5-8c9d402dfc91,434.34,2023-12-17 15:34:00,Subscription,de1c070e-42d8-4b35-92b5-2af08a4163db,DHL,2022-10-16,Lost
0043ee2d-a671-4ea2-a14d-225a6df8dcf5,Julie Hawkins,mitchelljacob@yahoo.com,2022-08-11,7bd8f416-f1fb-4d7a-a5e6-ea00ad6c9eec,577.9,2024-03-30 07:13:00,Online,a53f42d9-6a51-477e-8f56-c06a0a4d6b8e,UPS,2023-06-14,Delivered
0044c8a4-5588-4f43-b0a9-0450657ebc5d,Tracy Humphrey,mahoneyaaron@garcia.com,2021-03-07,c2ec7911-07da-45c2-bb18-c1436c3cfef4,427.3,2024-03-29 08:44:46,Online,9b0aea80-1f2b-4ab3-9bf8-d5fec87393ef,UPS,2021-11-29,Pending
00453938-7ff0-4f29-9b97-5099edbb374b,Alyssa Collins,sgraham@hotmail.com,2022-09-08,0a19a8df-1f36-4967-9c43-ee2ac5d6cd5d,581.2,2023-09-22 07:44:00,Subscription,eeed727b-ccda-48a1-ba85-aeab0846f96e,DHL,2024-03-28,Pending
004d2706-d112-446e-bbe8-8a90d35e6007,Tamara Edwards,michaelcampbell@camacho-stewart.com,2022-10-27,78ae5160-a624-4eba-b1aa-02c4097af47c,30.8,2023-09-05 03:00:00,Subscription,c41ce664-7088-4766-b44e-0d5c2ea11012,UPS,2023-01-06,Delivered
0063305d-c7fa-43fe-80c4-6e5cfbcbb69d,Thomas Armstrong,dawnstein@huff.net,2021-05-31,f6b1d447-1b89-414e-b5f3-302a0ca35054,180.61,2023-10-26 23:43:00,Online,0acb4662-7ad5-44e9-81cb-7ac59369336b,UPS,2021-08-29,Pending
00646860-0326-4719-8d8a-1fdf3041dbb4,David Patton,nicole11@gmail.com,2022-07-18,1d201367-3d18-43a7-896e-3c739d3812e0,72.68,2023-07-27 13:34:20,Subscription,f5eddfbb-1d57-4b1b-aa76-8abef91386fa,UPS,2023-05-27,Pending
006b6f02-684b-4c13-9b42-4549430c9c1e,John Rivera,marissahoward@gmail.com,2021-08-13,631ba543-f7ab-447b-9fda-25fffbc8867a,889.1,2024-01-05 01:26:55,In-Store,f5c9a536-b12b-4616-9003-1e814b204298,DHL,2023-02-11,Lost
00736948-0d6a-409c-afe4-da545eae508b,Charles Campbell,bryan25@gmail.com,2023-06-03,ab9066da-bb20-46d2-be30-fa07bd732c8d,964.5,2023-11-21 03:16:41,In-Store,066c1000-5e11-4801-a746-62d4a6cb690e,UPS,2022-06-24,Lost
00846e39-2198-465f-ad21-37a7f703b32c,Marilyn Webster,brandonsalazar@turner.org,2023-05-27,21aedda6-475b-4c15-a646-bff50c247cf3,408.7,2024-01-15 04:40:00,Subscription,71b0024b-d810-4d50-a179-9c7e2a601d79,DHL,2022-05-21,In Transit
0086f87d-b627-437b-9f85-96e4d02c1608,Joseph Smith,hubbardjason@mcdowell-hardy.com,2023-06-02,e8e645ab-df1e-4914-8f72-927a6b38c72c,609.9,2024-01-27 12:30:43,Online,cec2fbd1-6a71-47ef-8ae4-b38c70065d19,FEDEX,2024-03-07,In Transit
008a3d38-2aa8-4e12-b2d7-7f34375035f9,Lauren Alvarado,tduran@barker-glass.com,2023-11-20,85428898-b91d-47f5-9d63-304905feadc1,583.48,2023-08-14 22:03:20,In-Store,7db04cd6-9a85-41bc-9823-31dbd97730ca,UPS,2022-12-11,Pending
008eaa4b-7948-4bd1-88a1-4b2e59646a63,Anthony Page,kingcharles@gmail.com,2022-05-13,76e9671a-a97d-4525-b120-df39c8d41a8f,67.7,2023-10-25 09:51:55,Subscription,43a71c56-7313-40b5-91f9-0c92d844687f,UPS,2022-06-03,In Transit
009587c4-f662-49cd-b5e0-263b97036f56,Jessica Holt,rollinsyolanda@stewart-saunders.com,2023-12-25,7e3cf3f8-2611-40fb-8e7e-9ba241b9194d,148.76,2024-03-11 13:02:51,In-Store,8b3d0ead-1b3b-4e85-ba5d-f917f848d2af,UPS,2024-03-04,In Transit
009dd20b-4b2c-45e4-98c5-61a1242aa3a9,Abigail Bailey,ofitzgerald@gmail.com,2023-06-25,19baa522-355c-488c-91d2-d45ca19e4328,950.1,2024-03-28 11:06:00,Subscription,1f201918-620d-4cae-aab8-fd488f53d55f,DHL,2022-05-02,Lost
009de480-cda8-4da0-b720-c6d305b87901,John Morales,ljoyce@gmail.com,2021-02-12,1576ac30-3867-4d6a-9fa4-43ebd7c65769,179.62,2023-08-25 20:55:00,Subscription,8c806fce-86e9-4f2b-a39b-364e3fd32812,UPS,2022-09-08,Pending
00a31625-6347-4972-90bd-da439c75fb47,Lori Ball,fergusonjoshua@yahoo.com,2024-02-01,d4515319-b993-448b-8751-82a2e08c0974,91.85,2023-05-24 19:28:00,Online,5b0b20de-5577-401d-a6f8-c554b8c0eab6,FEDEX,2021-03-11,Pending
00a5af8f-43f2-4634-a0be-f0b978d93365,Jason Stone,jasminemack@johnston.org,2022-11-08,eec6ba78-d943-4ae6-af49-605b95d8c62f,516.7,2023-08-07 12:49:27,Subscription,8e5ede88-5ff4-4eff-a970-0f91eb97af46,DHL,2024-04-07,Pending
00a8cb46-dd1b-4fbd-93d2-27c16f1e3342,Samantha Cruz,michelle32@yahoo.com,2022-02-05,f3c8b7b9-b8ee-4c1f-aaf0-96679f39cf04,596.7,2023-06-28 11:11:00,Subscription,baadd5ad-cebe-4f46-8cf3-6f9a8775f772,DHL,2022-08-31,Lost
00b372d0-3fcc-46d6-9e90-ee7a4969f274,Susan Perez,knightandrea@powell.info,2023-03-28,b1d7d421-bcc6-4080-b3ef-edacac2dcb29,52.5,2023-09-07 11:19:00,Subscription,abaa4075-7837-481b-9bfb-2d8a093717d4,UPS,2023-02-26,Delivered
00b6ab24-20e5-4442-8732-1cd883761456,Sarah Maldonado,garzalori@yahoo.com,2024-01-05,60011758-9a01-4284-ad80-cffd64e1c1d4,445.1,2024-04-25 01:00:00,In-Store,610bdade-80ab-48dd-a443-3f3722dcdfc0,DHL,2021-11-28,Lost
00b99e1b-4eaa-4cce-ad78-2b209bfe1f90,Chris Rodgers,jamie60@smith.com,2021-11-25,2eaed873-a5bb-4ed3-b0ff-88b820049805,382.91,2023-12-20 12:47:00,Subscription,9815ecbc-9296-462c-82b8-0df92c97a62b,UPS,2023-12-02,Delivered
00ba3f32-f3b2-4bea-9001-467c84fc99bd,Todd Russell,emilyharper@wagner.com,2023-04-07,fed0fbb4-afea-4d7f-88ea-b84b9ef579a0,550.8,2024-03-16 14:28:30,In-Store,07366c64-e8b1-42c3-a8f1-ba9a1b64ebfb,FEDEX,2022-04-30,In Transit
00d6667b-fb28-4471-ae94-42c420c04c93,Kimberly Hooper,zkoch@yahoo.com,2022-07-20,d1f3ed27-4da9-4c25-b598-7da409111545,459.8,2023-06-18 15:05:00,Subscription,89d8b66a-0b0f-44d8-bddd-8cb10d3940c7,UPS,2024-06-03,In Transit
00e1bc4a-dd6e-4d6f-88f6-677758b6d517,Charles Brown,pcochran@yahoo.com,2023-08-07,736a2e61-9cad-407f-a550-d9473ebb798d,267.21,2023-10-06 17:18:00,Online,cf9a2643-2eb0-4db3-b8fa-e173bd0698fd,DHL,2022-02-12,Delivered
00e39d8d-d897-4e48-b03b-4dbef6a65190,Sandra Brown,christopheringram@campbell.com,2023-06-19,79e9f8b2-14f8-471e-b39e-aa81b1a8c33a,744.1,2023-05-07 08:11:00,In-Store,cfe5d8dd-051d-4d44-bdf4-b5898c21ae9a,UPS,2022-06-06,Delivered
00f75528-2505-4db2-9bfd-e6b5bef778ee,Angela Reilly,andrewarmstrong@hotmail.com,2021-07-05,ec05cc91-4c2b-4cea-916c-d20acc4e1235,496.5,2023-09-28 06:46:00,Subscription,b1f6e327-5580-45d1-ba02-3e7291f23553,FEDEX,2021-09-06,Pending
010284aa-838e-42cb-9ede-cd2b1073433f,Jennifer Blake,fmcdonald@smith-robinson.org,2022-08-08,6817e015-e16e-43e5-9d6e-b0fa46ac6c24,743.4,2024-01-10 08:53:00,In-Store,c606408f-91fb-48b1-823f-d6c363261c90,DHL,2022-08-26,In Transit
010c6471-e3c6-42b4-9b51-ab49724fb478,Justin Hopkins,stewartwillie@roy.com,2023-10-21,164d1537-95d9-45c9-a870-40eb2b442cf5,146.46,2023-12-21 10:50:00,Subscription,5936b0ac-ae7f-42d8-b7f1-6666cc314dba,FEDEX,2022-02-01,Delivered
010e2d99-09a9-488a-a1e2-5c7b00790b1c,Courtney Holt,larry64@yahoo.com,2022-04-21,d0f232cd-4320-4613-98cc-43b6034dccba,757.1,2024-01-11 16:04:00,Subscription,8eb9d478-9a28-4987-ad08-11979f2d6171,UPS,2023-12-12,In Transit
0122999c-7b4a-4f2f-a203-2fa3e93b5ba9,Derrick Hill,wilsonmitchell@fisher-anderson.com,2021-11-23,9975b12c-1ef8-415b-bfa7-0efb64772566,201.5,2023-09-21 16:38:00,Online,5ceca7fc-1b4c-460b-ba04-fd05600462de,UPS,2024-04-06,Pending
01302be1-c9db-4401-ac40-25af137e07cf,Julie Allen,annette06@thornton.biz,2023-09-30,018e95e2-ecb9-40c5-94e3-c371bed35a9a,468.83,2023-11-26 16:54:00,In-Store,9bc96494-d95a-49cf-8aa9-e27581881c07,UPS,2023-10-11,Delivered
013173a6-5417-4e5b-a1ff-42085caa4f34,David Ferguson,michael48@alvarado.biz,2022-11-01,5e9a6009-f68e-46f0-b7f2-acefd0a0830f,209.37,2023-09-18 22:17:00,In-Store,953395b0-e360-42a0-ad73-e7c2f517d50c,UPS,2023-05-02,Lost
013b6a61-d2b6-4b21-898e-416ae2478353,Adrian Wright,gwolfe@yahoo.com,2022-08-13,3ee8e7d7-45d7-4e52-a733-3c08915b2efe,474.0,2024-03-03 19:14:58,Subscription,59856c87-0b60-445f-aee2-91913ccb55e4,UPS,2024-01-14,Delivered
013e5abd-254c-46ae-ae35-d69cd9513085,Paul Williams,stevenssteven@mendez.com,2022-02-27,def963d5-60a0-4c74-a6b4-19cbcc92a3a5,868.3,2023-08-21 00:24:00,Subscription,1754772a-87d1-44f8-be77-122ae3fe87f9,UPS,2021-05-16,In Transit
0142c6e2-956b-4d04-9a3e-ba48fc220786,Carla Lyons,kylebrown@jones.com,2021-11-01,1cc6968e-2c4c-46ab-bb01-486826f8047d,990.2,2023-12-16 15:38:00,Subscription,58a37820-dba4-4946-b54f-8461f6e6ff2e,UPS,2022-03-14,Lost
014c9514-3b26-4dbb-b346-affe0fc416ba,Jennifer Smith,jesse11@stephenson-wallace.com,2021-08-10,2f8d22fd-64c3-49e5-9410-e741eb07a7fe,126.6,2023-12-16 14:09:00,Online,54c5b2e4-18e3-4957-9528-b998754608e9,UPS,2023-06-29,Delivered
014e140a-a5c7-4545-8337-fc1d10499522,Russell Riddle,karina72@hotmail.com,2022-02-05,e72bbccb-05fa-4575-9111-3b775bd9e0b8,530.16,2023-10-22 12:32:00,Subscription,1888317a-fea0-4845-ae90-e648e3bc6529,UPS,2022-03-07,Pending
0150a2de-c2f1-4cb8-a86c-e610b30a3ea4,Robert Murray,jamesbrenda@allen-harrison.info,2022-05-03,af84e7db-b456-4760-81f4-9a932c68812a,666.99,2023-05-07 07:17:00,Subscription,8e7b6c37-356e-4183-856c-8245b5676f86,DHL,2023-05-06,Pending
0152377a-5535-4598-a3c4-9e4342aad541,Bradley Wilson,ggibson@hotmail.com,2021-05-08,06f94579-b080-466d-ae5c-16a2b32f8cca,88.13,2024-03-04 18:29:30,Subscription,67c2a4e8-7f44-4fc7-b1ac-d80eade32922,DHL,2021-06-15,Pending
0154510c-8f14-40b5-9786-3bcaac051647,Krystal Silva,dsweeney@martin.com,2021-05-07,8a572609-cda3-4233-81c0-e59b642a08c8,579.8,2024-02-20 06:40:00,Subscription,808626d2-e7ac-47a3-8766-3784c1905386,FEDEX,2021-10-18,Lost
015df08a-5170-4dd6-a4ed-df4c0ea3180c,Laurie Rodriguez,churchmegan@hotmail.com,2022-01-24,f16f09db-8927-42ce-a800-e51e0be1b623,185.26,2024-03-21 11:00:00,Subscription,2b681636-73c6-485f-84f7-ccda668faaee,DHL,2022-08-02,Delivered
015f3805-a81e-41d7-9a2b-8374f531ef5e,Robert Hernandez,anncole@gmail.com,2022-02-12,e92554be-e567-4d00-807d-89841848f8bb,684.0,2023-07-14 10:58:00,Subscription,b549ab4c-2b0e-41e6-959e-f7d463ceb429,UPS,2022-07-04,Delivered
01642985-cd92-46a9-9055-01e3168bae66,Travis Sanders,nmoore@hardin-weeks.net,2021-09-14,a763c907-9d22-4343-9a56-d89fe5040cc6,212.4,2023-06-20 07:37:00,In-Store,bdd7b016-351e-48ff-9849-40c421844202,DHL,2023-09-25,Pending
0164d735-1e3e-41ea-8cea-ef095e670fb9,Alexandra Welch,wwoodard@rodgers.biz,2022-10-15,bc7aedb3-9109-4c64-a5a7-8068969e0cf0,471.29,2024-03-18 16:57:31,In-Store,70a3416e-6936-4293-89a4-5b0616ec92e2,DHL,2022-01-08,Delivered
0165289e-c6d9-4841-9970-253d58a2c0f4,Joseph Shah,melissaalvarado@gmail.com,2021-08-09,1fa49ab5-42e1-4dad-b48d-04ae41cecfad,833.7,2023-07-31 23:23:00,Online,1e0106c9-da89-4f21-8c18-fb9b29434c94,FEDEX,2024-02-05,In Transit
0166abbc-6950-4340-a02b-e1dc24e33d54,Robert Salazar,aaronlong@hotmail.com,2024-04-20,0d0d30b9-e7b4-438a-b3a0-41af7ddf416b,452.0,2024-02-27 00:07:00,Subscription,ae328363-1f33-43e9-8e56-74ee7dd17e27,DHL,2022-07-26,Pending
0169d5d6-8bf1-47eb-8e53-bdb6ef305234,Haley Gutierrez,jonathan85@hotmail.com,2023-09-16,debef43c-dd14-41fc-8920-0fa5a099c69f,276.5,2023-11-27 02:04:00,Online,91f4de8b-df80-497e-8a61-3b2eea872e8b,UPS,2023-05-18,Lost
0169e491-d0a6-414d-9046-ab8a49cebe24,Clinton Vargas,tanyastewart@yahoo.com,2022-12-30,b4c4c07f-63a2-4b52-8d18-9d21ec72af82,780.1,2023-12-07 18:05:45,In-Store,b10a1913-c59f-4696-b922-c26501f74c2d,UPS,2021-07-06,Lost
017c02a3-1a3d-4621-a899-e0251c80bc55,Mark Barrett,hkemp@gmail.com,2023-08-22,d61660cf-d327-4500-a589-2f024f229b9a,894.66,2023-11-23 15:43:00,Subscription,534ce1d7-456f-43fe-8e2d-4b8a17f0ce01,DHL,2024-04-02,Lost
0181708e-a815-4d13-b9c7-d7adca1279bb,Christian Byrd,tonya02@reyes-farrell.com,2023-10-05,422a1aa2-7bd5-4e0a-8b5e-422cdfed3856,519.54,2024-03-21 03:27:00,Online,264fe50d-3e87-44c7-b7e8-eba7be9cd672,UPS,2021-06-01,Delivered
018bec1e-ff27-4904-bdb1-06194c0bbe91,Kenneth Vasquez,xhutchinson@peterson.net,2024-03-19,609b9517-7838-4ca0-8224-8ba3757de902,129.6,2023-05-20 19:41:03,In-Store,2a21a087-b481-45a1-8911-13e5b47c40f9,DHL,2021-06-23,Pending
0194de1d-7263-48fc-93ed-2e0257b8f91c,James Williams,jgarcia@hotmail.com,2023-02-01,3ef70323-0b03-4a57-acb5-b60883058b95,269.6,2023-02-07 08:32:00,Online,3439ec0b-747a-49c4-985c-6c31f81d3418,UPS,2023-04-10,Lost
019668ea-aa92-4f16-bb5e-d0d5cb2163df,James Barrett,cynthia88@yahoo.com,2023-09-29,4be0d862-d181-4a46-8a0e-4a060dbd4de2,137.61,2023-07-30 11:36:00,Online,86732665-ec01-4b4a-aad5-ae5fdf401985,UPS,2022-03-03,Lost
01a6a852-fa97-4a9e-a0e1-f5ce8d4adf9e,Alec Simpson,edwardsdarren@gmail.com,2022-08-02,5ecee25f-58a1-4e18-b847-afc95927e704,345.97,2023-12-11 03:01:00,Online,689d2004-271e-4d3b-923a-e8a165e09a08,DHL,2023-12-02,In Transit
01a78673-1321-4a74-bdcf-63285fc8cb58,Alicia Smith,etorres@yahoo.com,2024-07-03,6992da52-237f-401a-b2e8-24a677b55caf,142.65,2023-05-23 13:25:00,Online,4ad3b9a6-0ad6-47bc-9c58-9fb2b22d1fa5,DHL,2022-04-12,Pending
01aba094-6a33-4d24-a52b-ce6e262ee4d8,Haley Rose,shawn12@parrish.biz,2024-01-30,bebec3ac-fd34-45d8-82a2-db55316a0cb6,244.06,2024-02-22 13:25:00,Online,e42b78be-f4ae-4086-a09f-1aa889914fc5,FEDEX,2021-12-01,Pending
01b17e68-cea0-49df-b126-654663c8c52c,Kristine Snyder,ronald67@jackson.com,2022-11-05,bb82aa23-6974-4484-9cde-438bcb27f182,642.79,2023-12-13 12:32:00,In-Store,234c2375-6337-4aa1-a536-ed711520ee23,DHL,2021-01-10,Pending
01ba66e0-947c-4c9c-9fdd-402cd2892aef,Edward Peters,carlsonamanda@rodriguez-adams.com,2021-10-29,2876136c-5c11-4f38-883d-cffe5b620ac3,622.0,2024-07-04 00:38:00,Online,85530116-15ac-4ce6-8878-15327041e72e,UPS,2023-02-10,Lost
01bd3ad5-4f02-49e3-a2aa-f906887ac21b,Gregory Navarro,petersenandrew@yahoo.com,2022-10-11,67e1af22-f98c-4d0e-8cc6-e787f7ace5d4,1.29,2023-10-23 00:04:00,In-Store,0145f1df-6e29-4a96-9961-99acc56b769b,DHL,2021-09-20,In Transit
01c75527-54e2-482e-acc8-7cbba56e5992,Joshua Osborne,richardsbrenda@gmail.com,2024-04-20,07b615ec-b591-4edc-bca3-e29586e0f95a,743.7,2023-10-05 05:58:48,Subscription,c6cc9be0-2be6-4e00-ad16-8756dcd3fab9,UPS,2021-11-04,In Transit
01d71190-cfaf-43d7-b3f7-09c97800a200,Jamie Richards,teresa69@johnson.com,2023-06-07,3adf4852-cfe2-4cac-8a30-f3596981ab0e,564.81,2024-01-13 16:39:26,Subscription,0b272a50-03d1-4f4d-a11f-bba96d2b91ea,UPS,2024-02-28,Delivered
01dc437b-91d6-49d3-91b6-c536b2e75f53,Devin Stone,fhuber@coleman.com,2024-01-16,a9222b22-002c-4c7d-ae22-4f991ef72b94,12.56,2023-11-29 18:44:21,Subscription,420f735d-5fcf-4c92-9c25-71d1474a9e76,FEDEX,2022-07-28,Pending
01e58f1b-9229-4d77-8eee-3739edd3446c,Cindy Edwards,sheryl12@gomez.com,2023-02-14,fdbfcabd-e21d-4dde-810e-9dcfb10b0437,268.7,2023-07-01 23:53:00,Online,5884be93-7783-4375-a7c0-addb3379ec2d,DHL,2024-04-07,In Transit
01ebf069-dcea-44fb-b85c-653d31f9778c,George Erickson,clayrebecca@gmail.com,2022-12-16,b5ab39f0-cfc3-4a68-9029-4e1ae665c6ca,792.7,2023-04-08 00:50:00,Online,8650a6e4-35ae-4b40-8fc3-acecf0941985,FEDEX,2022-03-26,Pending
01f44ba8-29f1-4e53-adee-5fd355d0da93,James Norton,whitegary@wolf-bennett.net,2024-03-31,a74506df-ffb7-45f4-97c6-829e05c3645b,829.15,2023-06-18 14:53:00,Online,933890ef-e8c7-4364-88d4-29008f3d8f15,UPS,2023-01-20,Lost
01f71eef-04c4-491a-931e-64ee12fa81a5,Devon Castro,grichard@jacobs.net,2023-10-15,cdbb74f1-cb75-44c4-8e98-8c3cc8fbe990,957.1,2023-08-19 11:48:00,Online,f8832f84-2076-4ee1-a7a4-65383d2fefcb,UPS,2022-02-07,In Transit
01fccfe6-1afb-4e74-a2b6-f2ba634d2c9e,Sandy Aguilar,winterscynthia@reed.org,2024-04-23,cffbeecb-2c84-4eb7-85fb-a05da38e2f08,98.9,2024-01-26 06:01:00,In-Store,105ea53b-95c3-4f08-9218-5ca1943ac2dc,DHL,2022-06-10,Delivered
0212daae-6870-4152-a493-4da25609414e,Mark Dunlap,karen18@coleman-garcia.com,2023-07-15,9936441a-d5b3-4883-bad4-f90aaf761510,833.4,2023-08-21 10:37:00,Subscription,9895ef22-0cbc-4a24-ba10-f5fbda343e8e,FEDEX,2023-08-04,Pending
0219c8ab-62b8-4c40-91a3-d8eac102a7e9,Austin Martin,xwright@patel.com,2022-05-29,bc7eb4e9-0a2e-4c21-be14-5b8b17e6aba5,476.73,2024-04-22 15:39:00,Online,243f6e97-adbf-4709-bde9-c7cab3297bca,FEDEX,2021-12-12,Pending
0219f7c5-7b72-48c6-8965-a3ee17931e75,Yvonne Vaughn,christina15@hotmail.com,2023-05-18,ad29036b-08cd-44d9-9b81-ed9a9134b533,615.28,2023-11-19 21:53:00,Online,e3793198-b255-44bf-bdf3-b8e8725c8836,FEDEX,2021-10-22,Pending
02245c34-70e2-4472-9eee-c248a4909619,Manuel Warren,natashapena@hamilton-vega.com,2023-09-05,27717844-cbfe-49c2-a161-9f8f77e5b28e,776.1,2024-03-18 21:20:00,Online,2633ecca-313f-4b87-8724-51826a526a34,UPS,2021-08-27,In Transit
022c44f8-3a3e-479e-a71c-315a4706e12d,Sandra Payne,millershannon@smith.com,2021-07-31,0559c3c4-c2aa-4d3f-81f0-9e5d9e6349f0,261.1,2023-05-19 21:14:31,In-Store,ff4537f3-f1f6-4a16-9056-9e10cf070704,UPS,2024-03-20,Delivered
024a6f31-8805-42f2-b0c2-14e8318daccb,Benjamin Lynch,nancykrause@gmail.com,2023-03-01,1fd82072-3e93-4d26-8d0d-ad957a305ddb,207.5,2024-03-02 18:23:00,In-Store,38fc4ceb-ae9a-4ca8-9899-005bd1c2b7fa,UPS,2023-05-28,Delivered
025b3910-8b32-4f52-8c84-814f5a8e85a9,Erika Schultz,johnhunt@lopez.net,2022-03-15,39f4821f-4af5-4173-b05b-5f9c0dd9e282,828.09,2023-10-13 21:10:00,Online,ae2b7a6b-d508-4660-bbe3-9320955baf58,DHL,2023-03-29,Lost
025bde4f-5d8e-4483-ad62-f1afc522d429,Matthew Townsend,taylorkelly@lamb.biz,2023-12-27,bb489b7a-8e98-4fc0-adca-8a7a9f318c2b,666.38,2024-01-27 05:19:00,Subscription,f7b383a3-2ca3-497d-a857-ba8a54553bc1,UPS,2021-07-02,Pending
025c6078-d246-4073-811c-37d72836e583,Patricia Stanton,leeamy@yahoo.com,2023-10-09,5e9ceb12-3443-496f-b1ab-97fc46fc5a4f,235.8,2024-03-11 03:39:00,Subscription,db198cb3-5fc6-4472-97c1-bda2fe144a8e,DHL,2023-04-04,Lost
026887d8-689f-464a-a3c9-d0bde2e8c181,Victor Davis,iharris@clark-davis.com,2023-12-22,4803c63f-8848-443d-8dc6-4b685021f5c8,536.75,2024-04-18 01:35:00,In-Store,ea921479-9a58-408f-a94e-5de45b51e422,UPS,2022-01-22,In Transit
0271b0f0-d27b-444d-9f11-5cfa9469ba1b,Xavier West,rvazquez@sanford.com,2022-01-05,0c93ede8-1ab6-4ba4-8060-5fc50e710f04,851.3,2023-10-14 03:02:00,Subscription,b78a329e-2c7c-4e82-bcdb-1af99c9da550,DHL,2021-08-06,In Transit
02764691-e7cd-4052-9eb3-b87428bb1088,Christopher Solis,andrew53@flynn.com,2023-09-07,da0a6c0b-a27f-41b3-af62-e179154ec035,872.4,2023-08-20 04:04:00,Online,05bc8295-a88d-49ab-821c-d45965fe1e48,UPS,2022-07-08,Pending
027655b9-0348-4997-8fdc-770411ca9375,Dustin Rowe,melissamoore@harrington-carroll.com,2023-11-02,0be567a6-a636-4177-97e0-8ec9f4fe0558,976.85,2023-09-29 13:24:00,In-Store,2e17ec32-3bd7-4661-b6e6-8a675fd20351,DHL,2021-10-09,Delivered
0277c99e-1abd-4fc1-bd89-e315e2b1fbe7,Kimberly Christensen,arnoldvictoria@rodriguez.com,2023-05-23,0735e7e4-4d23-4c9b-bf20-eb61cd388b72,92.51,2023-06-23 17:53:00,In-Store,467d03c2-1cc6-41af-9de0-050947940395,UPS,2022-06-21,In Transit
0278b6a2-9fa8-4894-ab98-2589b6a58b37,Timothy Ortiz,alexmiller@hotmail.com,2024-02-08,529cb273-dd2b-4417-8b1c-274c1ccfc7da,340.1,2024-01-31 21:34:00,In-Store,45ccb52d-a7c9-48d2-9a0e-6d30bbd7343a,UPS,2023-10-22,In Transit
0278e3fd-b61b-4a89-887e-2e4e2e1ddfae,Victor Rice,ryan44@gmail.com,2022-08-26,16811191-3b6d-4352-b58a-48f3275ae58c,46.3,2023-05-20 08:36:00,Subscription,44764dab-da30-4d70-9bfe-0660dccc9624,DHL,2022-04-04,Delivered
027b481f-28d2-4b49-a620-171c7dbc075c,Kim Rose,elizabethdiaz@gmail.com,2023-07-10,737b1f08-b691-4a41-b50b-5f3229311878,964.2,2023-10-19 22:52:00,In-Store,7c9f8724-8352-42f2-b2c3-ee8831788c01,UPS,2022-06-19,Delivered
